PokemonIndex,pokemonName,pokemonDescription,pokemonType1,pokemonType2,maxHp,attack,defence,spAttack,spDefence,speed,learnableSkills
28,고지,,Ground,,75,100,110,45,55,65,1:할퀴기|1:독침|1:브레이크크루|9:구르기|15:고속스핀|21:스피드스타|31:모래지옥|41:구멍파기|51:칼춤|61:지진
29,니드런♀,,Poison,,55,47,52,40,40,41,1:독침|5:할퀴기|15:마구할퀴기|25:두번치기|35:도우미|45:부추기기|55:대지의힘
30,니드리나,,Poison,,70,62,67,55,55,56,1:할퀴기|1:독침|15:마구할퀴기|29:두번치기|43:도우미|57:부추기기|71:대지의힘
31,니드퀸,,Poison,Ground,90,92,87,75,85,76,0:엄청난힘|1:할퀴기|1:꼬리흔들기|1:물기|1:맹독|1:깨물어부수기|1:도우미|1:대지의힘
32,니드런♂,,Poison,,46,57,40,40,40,50,1:독침|5:쪼기|15:마구찌르기|25:두번치기|35:도우미|45:부추기기|55:대지의힘
33,니드리노,,Poison,,61,72,57,55,55,65,1:독침|1:쪼기|15:마구찌르기|29:두번치기|43:도우미|57:부추기기|71:대지의힘
34,니드킹,,Poison,Ground,81,102,77,85,75,85,0:메가폰|1:두번치기|1:마구찌르기|1:째려보기|1:맹독|1:부추기기|1:독압정|1:대지의힘
35,삐삐,,Fairy,,70,45,48,60,65,35,1:막치기|1:노래하기|1:튀어오르기|1:애교부리기|1:차밍보이스|4:어시스트파워|12:당신먼저|20:손가락흔들기|28:중력|36:날따름|44:문포스
36,픽시,,Fairy,,95,70,73,95,90,60,1:막치기|1:노래하기|1:튀어오르기|1:애교부리기|1:달의불빛|1:코스믹파워|1:치유소원|1:당신먼저|1:차밍보이스|1:코멧펀치|1:생명의물방울
37,식스테일,,Fire,,38,41,40,50,65,65,1:꼬리흔들기|4:사슬묶기|12:원한|20:이상한빛|28:신통력|36:봉인|44:신비의부적|52:불대문자
38,나인테일,,Fire,,73,76,75,81,100,100,1:사슬묶기|1:회오리불꽃|1:불대문자|1:신비의부적|1:봉인|1:나쁜음모|1:연옥|1:꼬리흔들기
39,푸린,,Normal,Fairy,115,45,20,45,25,20,1:막치기|1:사슬묶기|1:천사의키스|1:흉내쟁이|4:에코보이스|12:비축하기|12:꿀꺽|20:잠자기|28:흉내내기|36:하이퍼보이스
40,푸크린,,Normal,Fairy,140,70,45,85,50,45,1:막치기|1:이판사판태클|1:사슬묶기|1:웅크리기|1:천사의키스|1:비축하기|1:꿀꺽|1:탐내다|1:흉내쟁이|1:에코보이스|5:치근거리기
41,주뱃,,Poison,Flying,40,45,35,30,40,55,1:초음파|5:놀래키기|15:독엄니|25:에어컷터|35:흑안개|45:이상한빛|55:흡혈
42,골뱃,,Poison,Flying,75,80,70,65,75,90,1:초음파|1:싫은소리|1:놀래키기|20:퍼스트가드|34:물기|48:베놈쇼크|62:에어슬래시
43,뚜벅쵸,,Grass,Poison,45,50,55,75,65,30,1:흡수|4:용해액|12:메가드레인|16:저리가루|20:기가드레인|28:문포스|36:달의불빛
44,냄새꼬,,Grass,Poison,60,65,70,85,75,40,1:용해액|1:성장|12:메가드레인|16:저리가루|20:기가드레인|32:문포스|44:달의불빛
45,라플레시아,,Grass,Poison,75,80,85,110,90,50,0:꽃보라|1:흡수|1:성장|1:저리가루|1:꽃잎댄스|1:기가드레인|1:달의불빛|1:그래스필드
46,파라스,,Bug,Grass,35,70,55,45,55,25,1:할퀴기|6:저리가루|17:연속자르기|27:베어가르기|38:기가드레인|49:분노가루
47,파라섹트,,Bug,Grass,60,95,80,60,80,30,1:할퀴기|1:독가루|1:크로스포이즌|6:저리가루|17:연속자르기|29:베어가르기|44:기가드레인|59:분노가루
48,콘팡,,Bug,Poison,60,55,50,40,55,45,1:몸통박치기|5:초음파|13:독가루|23:저리가루|29:수면가루|37:사념의박치기|47:사이코키네시스
49,도나리,,Bug,Poison,70,65,60,90,75,90,0:에어슬래시|1:초음파|1:나비춤|11:염동력|17:환상빔|25:벌레의야단법석|37:흡혈|47:독엄니
50,디그다,,Ground,,10,55,25,35,45,95,1:할퀴기|4:울음소리|12:진흙뿌리기|20:기습|28:모래바람|36:대지의힘|44:땅가르기
51,닥트리오,,Ground,,35,80,50,50,70,120,0:모래지옥|1:모래뿌리기|1:트라이어택|1:깜짝베기|12:진흙뿌리기|20:기습|30:모래바람|42:대지의힘|54:땅가르기
52,나옹,,Normal,,40,45,35,40,40,90,1:울음소리|4:페인트|12:고양이돈받기|20:도발|29:마구할퀴기|36:베어가르기|44:치근거리기
53,페르시온,,Normal,,65,70,60,65,65,115,0:파워젬|1:울음소리|1:페인트|12:고양이돈받기|20:도발|31:마구할퀴기|42:베어가르기|54:치근거리기
54,고라파덕,,Water,,50,52,48,65,50,55,1:할퀴기|1:물놀이|6:염동력|12:물의파동|18:사념의박치기|24:아쿠아테일|30:자기암시|39:원더룸
55,골덕,,Water,,80,82,78,95,80,85,1:할퀴기|1:물대포|1:아쿠아제트|1:선취|12:물의파동|18:사념의박치기|24:아쿠아테일|30:자기암시|40:하이드로펌프
56,망키,,Fighting,,40,80,35,35,45,70,1:할퀴기|1:기충전|5:마구할퀴기|12:지구던지기|22:크로스촙|29:난동부리기|36:싫은소리|44:역린
57,성원숭,,Fighting,,65,105,60,60,70,95,1:할퀴기|1:기충전|1:내던지기|8:안다리걸기|17:뽐내기|26:승부굳히기|35:값 없음|44:싫은소리|53:역린
58,가디,,Fire,,55,70,45,70,50,60,1:째려보기|4:멀리짖음|12:화염자동차|20:고속이동|28:원수갚기|36:돌진|44:울부짖기|52:기사회생
59,윈디,,Fire,,90,110,80,100,80,95,0:신속|1:째려보기|1:울부짖기|1:고속이동|1:기사회생|1:도우미|1:멀리짖음|1:불꽃엄니|1:치근거리기
60,발챙이,,Water,,40,50,40,40,40,90,1:물대포|1:물놀이|12:머드숏|24:비바라기|36:대지의힘|48:배북
61,슈륙챙이,,Water,,65,65,65,50,50,90,1:막치기|1:최면술|1:머드숏|24:비바라기|40:대지의힘|56:배북
62,강챙이,,Water,Fighting,90,95,95,70,90,70,0:폭발펀치|1:이판사판태클|1:하이드로펌프|1:비바라기|1:대지의힘|1:거품광선|1:최면술
63,캐이시,,Psychic,,25,20,15,105,55,90,1:순간이동
64,윤겔라,,Psychic,,40,35,30,120,70,105,0:환상빔|1:사슬묶기|1:숟가락휘기|15:사이드체인지|25:HP회복|35:사이코키네시스|45:미래예지
65,후딘,,Psychic,,55,50,45,135,95,120,1:사슬묶기|1:순간이동|5:환상빔|15:사이드체인지|25:HP회복|35:사이코키네시스|45:미래예지
66,알통몬,,Fighting,,70,80,50,35,35,35,1:째려보기|4:기충전|12:로킥|20:겁나는얼굴|29:괴력|36:벌크업|44:폭발펀치|52:이판사판태클
67,근육몬,,Fighting,,80,100,70,50,60,45,1:째려보기|1:기충전|1:태권당수|16:탁쳐서떨구기|24:받아던지기|36:더블촙|48:지구던지기|60:크로스촙
68,괴력몬,,Fighting,,90,130,80,65,85,55,1:째려보기|1:기충전|1:와이드가드|12:로킥|20:겁나는얼굴|31:괴력|42:벌크업|54:폭발펀치|66:이판사판태클
69,모다피,,Grass,Poison,50,75,35,70,30,40,1:덩굴채찍|11:김밥말이|15:독가루|23:용해액|29:달콤한향기|39:잎날가르기|47:힘껏치기
70,우츠동,,Grass,Poison,65,90,50,85,45,55,1:덩굴채찍|1:성장|15:독가루|24:용해액|32:달콤한향기|44:잎날가르기|54:힘껏치기
71,우츠보트,,Grass,Poison,80,105,65,100,70,70,0:리프스톰|1:꿀꺽|1:김밥말이|1:용해액|1:위액|1:힘껏치기|1:덩굴채찍|1:독가루|1:달콤한향기|44:리프블레이드
72,왕눈해,,Water,Poison,40,40,35,50,100,70,1:독침|4:용해액|12:초음파|20:싫은소리|28:병상첨병|36:독찌르기|44:오물웨이브
73,독파리,,Water,Poison,80,70,65,80,120,100,1:김밥말이|1:용해액|1:미러타입|12:초음파|20:싫은소리|28:병상첨병|40:독찌르기|52:오물웨이브
74,꼬마돌,,Rock,Ground,40,80,100,30,30,20,1:몸통박치기|6:록커트|12:땅고르기|18:떨어뜨리기|28:스텔스록|34:지진|40:이판사판태클
75,데구리,,Rock,Ground,55,95,115,45,45,35,1:몸통박치기|1:록커트|12:땅고르기|18:떨어뜨리기|30:스텔스록|40:지진|50:이판사판태클
76,딱구리,,Rock,Ground,80,120,130,55,65,45,1:몸통박치기|1:록커트|1:헤비봄버|18:떨어뜨리기|24:자폭|34:락블레스트|44:대폭발|54:스톤에지
77,포니타,,Fire,,50,85,55,65,65,90,1:몸통박치기|5:꼬리흔들기|15:니트로차지|25:화염자동차|35:회오리불꽃|45:연옥|55:플레어드라이브
78,날쌩마,,Fire,,65,100,70,80,80,105,0:스마트호른|1:꼬리흔들기|1:불꽃세례|1:메가폰|15:니트로차지|25:화염자동차|35:회오리불꽃|49:연옥|63:플레어드라이브
79,야돈,,Water,Psychic,90,65,65,40,40,15,1:몸통박치기|3:울음소리|9:하품|15:사슬묶기|21:박치기|27:망각술|33:태만함|39:자기암시|45:치유의파동
80,야도란,,Water,Psychic,95,75,110,100,80,30,1:미래예지|1:울음소리|1:껍질에숨기|9:하품|15:사슬묶기|21:박치기|27:망각술|33:태만함|41:자기암시|51:치유의파동
81,코일,,Electric,Steel,25,35,70,95,55,45,1:몸통박치기|4:초음파|12:일렉트릭볼|20:스파크|28:전자부유|36:방전|44:빛의장막|52:전자포
82,레어코일,,Electric,Steel,50,60,95,120,70,70,0:트라이어택|1:초음파|1:전기자석파|12:일렉트릭볼|20:스파크|28:전자부유|40:방전|52:빛의장막|64:전자포
83,파오리,,Normal,Flying,52,65,55,58,62,60,1:모래뿌리기|5:째려보기|15:풀베기|25:에어컷터|35:칼등치기|45:칼춤|55:리프블레이드|65:브레이브버드
84,두두,,Normal,Flying,35,85,45,35,35,75,1:울음소리|5:전광석화|14:쪼아대기|23:고속이동|30:경혈찌르기|36:회전부리|43:난동부리기
85,두트리오,,Normal,Flying,60,110,70,60,60,100,0:트라이어택|1:울음소리|5:전광석화|15:쪼아대기|23:고속이동|30:경혈찌르기|38:회전부리|50:난동부리기
86,쥬쥬,,Water,,65,45,55,45,70,45,1:박치기|7:애교부리기|13:앵콜|21:잠자기|27:오로라빔|33:소금물|41:다이빙|47:냉동빔|53:값 없음
87,쥬레곤,,Water,Ice,90,70,80,70,95,70,0:절대영도|1:울음소리|1:애교부리기|13:앵콜|21:잠자기|27:오로라빔|33:소금물|45:다이빙|55:냉동빔|65:값 없음
88,질퍽이,,Poison,,80,80,50,40,50,25,1:막치기|4:단단해지기|12:사슬묶기|18:머드숏|26:맹독|32:오물웨이브|40:더스트슈트|46:트림
89,질뻐기,,Poison,,105,105,75,65,100,50,1:막치기|1:독가스|12:사슬묶기|18:머드숏|26:맹독|32:오물웨이브|40:더스트슈트|52:트림
90,셀러,,Water,,30,65,100,45,25,40,1:몸통박치기|4:껍질에숨기|12:째려보기|20:초음파|28:방어|36:철벽|44:껍질깨기
91,파르셀,,Water,Ice,50,95,180,85,45,70,0:고드름침|1:째려보기|1:물대포|1:냉동빔|1:껍질에숨기|1:압정뿌리기|1:철벽|1:얼음뭉치|1:고드름떨구기
92,고오스,,Ghost,Poison,30,35,30,100,35,80,1:이상한빛|1:용해액|8:검은눈빛|16:원한|24:병상첨병|32:기습|40:섀도볼|48:꿈먹기
93,고우스트,,Ghost,Poison,45,50,45,115,55,95,0:섀도펀치|1:이상한빛|1:용해액|12:보복|20:저주|30:나이트헤드|42:악의파동|54:길동무
94,팬텀,,Ghost,Poison,60,65,60,130,75,110,1:최면술|1:핥기|1:멸망의노래|1:섀도펀치|12:보복|20:저주|30:나이트헤드|42:악의파동|54:길동무
95,롱스톤,,Rock,Ground,35,45,160,30,45,70,1:조이기|1:돌떨구기|1:흙놀이|8:록커트|16:저주|22:자이로볼|28:모래지옥|36:힘껏치기|44:구멍파기|52:스톤에지
96,슬리프,,Psychic,,60,48,45,43,90,42,1:막치기|5:사슬묶기|13:박치기|21:환상빔|29:사념의박치기|37:사이코키네시스|45:사이코쇼크
97,슬리퍼,,Psychic,,85,73,70,73,115,67,1:막치기|1:염동력|1:바꿔치기|13:박치기|21:환상빔|32:사념의박치기|42:사이코키네시스|51:사이코쇼크
98,크랩,,Water,,30,105,90,25,25,50,1:째려보기|1:흙놀이|8:메탈크로우|16:방어|24:짓밟기|32:셸블레이드|40:칼춤|48:가위자르기
99,킹크랩,,Water,,55,130,115,50,50,75,1:째려보기|1:단단해지기|1:암해머|1:흙놀이|16:방어|24:짓밟기|36:셸블레이드|48:칼춤|60:가위자르기
100,찌리리공,,Electric,,40,30,50,55,55,100,1:몸통박치기|4:전기쇼크|9:스파크|13:싫은소리|20:스피드스타|26:자폭|34:전자부유|41:대폭발|50:미러코트
101,붐볼,,Electric,,60,50,70,80,80,140,1:몸통박치기|1:충전|1:자기장조작|11:구르기|16:차지빔|22:일렉트릭볼|29:빛의장막|41:방전|54:자이로볼
102,아라리,,Grass,Psychic,60,40,80,60,45,40,1:흡수|1:구슬던지기|10:씨뿌리기|20:염동력|30:기관총|40:신통력|50:고민씨
103,나시,,Grass,Psychic,95,95,85,125,65,55,0:짓밟기|1:구슬던지기|1:사이코쇼크|1:리프스톰|1:염동력|1:기관총|1:신통력|1:고민씨|1:흡수|1:리플렉터
104,탕구리,,Ground,,50,50,95,40,50,35,1:울음소리|4:꼬리흔들기|12:박치기|20:내던지기|29:본러쉬|36:죽기살기|44:난동부리기
105,텅구리,,Ground,,60,80,110,50,80,45,1:꼬리흔들기|1:진흙뿌리기|1:뼈다귀치기|16:원수갚기|24:분함의발구르기|36:기충전|48:뼈다귀부메랑|60:이판사판태클
106,시라소몬,,Fighting,,50,120,53,35,110,87,0:깨트리다|1:기충전|1:도우미|1:로킥|1:돌려차기|1:고속스핀|8:안다리걸기|16:기습|24:브레이즈킥|32:메가톤킥|40:기사회생|50:값 없음
107,홍수몬,,Fighting,,50,105,79,35,110,76,0:드레인펀치|1:기충전|1:도우미|1:따라가때리기|1:로킥|4:마하펀치|12:판별|21:퍼스트가드|24:냉동펀치|28:고속이동|36:인파이트|44:힘껏펀치
108,내루미,,Normal,,90,55,75,60,75,30,1:웅크리기|1:몸통박치기|12:초음파|24:사슬묶기|32:구르기|42:싫은소리|54:파워휩
109,또가스,,Poison,,40,65,95,60,45,35,1:몸통박치기|4:스모그|12:클리어스모그|20:오물공격|28:자폭|36:맹독|44:대폭발|52:길동무
110,또도가스,,Poison,,65,90,120,85,70,60,0:더블어택|1:연막|1:독가스|12:클리어스모그|20:오물공격|28:자폭|38:맹독|50:대폭발|62:길동무
111,뿔카노,,Ground,Rock,80,85,95,30,30,25,1:몸통박치기|5:떨어뜨리기|15:뿔찌르기|25:짓밟기|35:드릴라이너|45:지진|55:메가폰
112,코뿌리,,Ground,Rock,105,130,120,45,45,40,0:암해머|1:꼬리흔들기|1:땅고르기|20:겁나는얼굴|30:락블레스트|40:돌진|54:스톤에지|68:뿔드릴
113,럭키,,Normal,,250,5,5,35,105,50,1:막치기|1:천사의키스|1:탐내다|1:차밍보이스|8:에코보이스|16:노래하기|24:돌진|32:도우미|40:이판사판태클|48:뒀다쓰기
114,덩쿠리,,Grass,,65,55,115,100,40,60,1:조이기|1:휘감기|8:성장|16:덩굴채찍|24:더블어택|32:기가드레인|36:수면가루|44:간지르기|52:뿌리박기
115,캥카,,Normal,,105,95,80,40,80,90,1:막치기|1:연속펀치|8:속이다|16:짓밟기|24:박치기|32:더블어택|40:버티기|48:역린
116,쏘드라,,Water,,30,40,70,70,25,60,1:째려보기|5:연막|15:기충전|25:거품광선|35:예민해지기|45:하이드로펌프|55:비바라기
117,시드라,,Water,,55,65,95,95,45,85,1:째려보기|1:연막|15:기충전|25:거품광선|37:예민해지기|51:하이드로펌프|65:비바라기
118,콘치,,Water,,45,67,60,35,50,63,1:꼬리흔들기|1:물놀이|10:물의파동|20:고속이동|30:바둥바둥|40:물붓기|50:뿔드릴
119,왕콘치,,Water,,80,92,65,65,80,68,1:꼬리흔들기|1:물놀이|1:물의파동|20:고속이동|30:바둥바둥|44:물붓기|58:뿔드릴
120,별가사리,,Water,,30,45,55,70,55,85,1:몸통박치기|4:물대포|12:고속스핀|20:스피드스타|28:소금물|36:파워젬|44:파도타기|52:코스믹파워
121,아쿠스타,,Water,Psychic,60,75,85,100,85,115,1:몸통박치기|1:하이드로펌프|1:환상빔|1:HP회복|1:작아지기|1:빛의장막|1:스포트라이트|1:코스믹파워|1:파워젬
122,마임맨,,Psychic,Fairy,40,45,65,100,120,90,1:막치기|1:바톤터치|1:흉내쟁이|1:가드스웹|1:퍼스트가드|12:염동력|20:방어|28:환상빔|36:빛의장막|36:신비의부적|44:매지컬샤인|52:흔들흔들댄스
123,스라크,,Bug,Flying,70,110,80,55,80,105,1:째려보기|4:연속자르기|12:날개치기|20:더블어택|28:기충전|32:고속이동|40:시저크로스
124,루주라,,Ice,Psychic,65,50,35,115,95,95,1:막치기|1:눈싸라기|1:흉내쟁이|16:탐내다|24:거짓울음|34:사이코키네시스|46:검은눈빛|58:눈보라
125,에레브,,Electric,,65,83,57,95,85,105,1:째려보기|1:전광석화|12:스피드스타|20:전기자석파|28:번개펀치|40:안다리걸기|52:빛의장막|64:기가임팩트
126,마그마,,Fire,,65,95,57,100,85,93,1:째려보기|1:연막|12:클리어스모그|20:이상한빛|28:불꽃펀치|40:안다리걸기|52:쾌청|64:파괴광선
127,쁘사이저,,Bug,,65,125,100,55,70,85,1:찝기|4:기충전|12:지구던지기|20:업어후리기|28:받아던지기|36:괴력|44:지옥의바퀴|52:엄청난힘
128,켄타로스,,Normal,,75,100,95,40,70,110,1:몸통박치기|5:분발|15:승부굳히기|25:겁나는얼굴|35:값 없음|45:뽐내기|55:이판사판태클
129,잉어킹,,Water,,20,10,55,15,20,80,1:튀어오르기|25:바둥바둥
130,갸라도스,,Water,Flying,95,125,79,60,100,81,0:물기|1:째려보기|1:바둥바둥|4:바다회오리|12:소금물|21:폭포오르기|28:비바라기|36:용의춤|44:폭풍|52:파괴광선
131,라프라스,,Water,Ice,130,85,80,85,95,60,1:울음소리|5:노래하기|15:생명의물방울|25:이상한빛|35:소금물|45:냉동빔|55:하이드로펌프|65:절대영도
132,메타몽,,Normal,,48,48,48,48,48,48,1:변신
133,이브이,,Normal,,55,55,50,45,65,55,1:몸통박치기|1:울음소리|1:탐내다|10:전광석화|20:스피드스타|30:흉내쟁이|40:돌진|50:이판사판태클|60:브이브이브레이크
134,샤미드,,Water,,130,65,60,110,95,65,0:생생버블|1:몸통박치기|1:이판사판태클|1:물기|1:스피드스타|1:바톤터치|1:탐내다|5:모래뿌리기|15:전광석화|25:흑안개|35:오로라빔|45:탁류|55:하이드로펌프
135,쥬피썬더,,Electric,,65,65,60,110,95,130,0:찌릿찌릿일렉|1:몸통박치기|1:이판사판태클|1:물기|1:스피드스타|1:바톤터치|1:탐내다|5:모래뿌리기|15:전광석화|25:전기자석파|35:번개엄니|45:방전|55:번개
136,부스터,,Fire,,65,130,60,95,110,65,0:이글이글번|1:몸통박치기|1:이판사판태클|1:울음소리|1:애교부리기|1:도우미|1:흉내쟁이|10:불꽃세례|20:초롱초롱눈동자|30:물기|40:회오리불꽃|50:겁나는얼굴|60:뒀다쓰기
137,폴리곤,,Normal,,65,60,70,85,75,40,1:몸통박치기|5:리사이클|15:전기쇼크|25:텍스처2|35:HP회복|45:트라이어택|55:록온
138,암나이트,,Rock,Water,35,40,100,90,55,35,1:조이기|1:휘감기|10:모래뿌리기|20:째려보기|30:원시의힘|41:방어|50:파도타기|60:하이드로펌프
139,암스타,,Rock,Water,70,60,125,115,70,55,0:깨물어부수기|1:모래뿌리기|1:가시대포|1:구르기|20:째려보기|30:원시의힘|43:방어|56:파도타기|70:하이드로펌프
140,투구,,Rock,Water,30,80,90,55,45,55,1:흡수|5:할퀴기|15:아쿠아제트|25:머드숏|35:소금물|45:흡혈|55:금속음
141,투구푸스,,Rock,Water,60,115,105,65,70,80,0:베어가르기|1:모래뿌리기|1:단단해지기|1:깜짝베기|20:째려보기|30:원시의힘|43:방어|56:아쿠아브레이크|70:스톤에지
142,프테라,,Rock,Flying,80,105,65,60,75,130,1:물기|5:초음파|15:겁나는얼굴|25:울부짖기|35:아이언헤드|45:스톤에지|55:파괴광선
143,잠만보,,Normal,,160,110,65,65,110,30,1:몸통박치기|1:냄새구별|1:손가락흔들기|1:바둥바둥|1:꿀꺽|1:블록|1:내던지기|12:하품|20:잠자기|20:잠꼬대|28:누르기|36:망각술|44:암해머|52:트림
144,프리져,,Ice,Flying,90,85,100,95,125,85,1:바람일으키기|5:눈싸라기|15:얼음뭉치|25:원시의힘|35:프리즈드라이|45:냉동빔|55:폭풍|65:눈보라
145,썬더,,Electric,Flying,90,90,85,125,90,100,1:쪼기|5:전기쇼크|15:쪼아대기|25:원시의힘|35:회전부리|45:방전|55:번개|65:자기장조작
146,파이어,,Fire,Flying,90,100,90,125,85,90,1:바람일으키기|5:불꽃세례|15:날개치기|25:원시의힘|35:에어슬래시|45:열풍|55:폭풍|65:오버히트
147,미뇽,,Dragon,,41,64,45,50,50,50,1:김밥말이|5:회오리|15:드래곤테일|25:힘껏치기|35:드래곤다이브|45:비바라기|55:역린
148,신뇽,,Dragon,,61,84,65,70,70,70,1:김밥말이|1:전기자석파|15:드래곤테일|25:힘껏치기|39:드래곤다이브|53:비바라기|67:역린
149,망나뇽,,Dragon,Flying,91,134,95,100,100,80,0:폭풍|1:번개펀치|1:김밥말이|1:전기자석파|1:신속|15:드래곤테일|25:힘껏치기|39:드래곤다이브|46:신비의부적|62:용의춤
150,뮤츠,,Psychic,,106,110,90,154,90,130,1:사슬묶기|1:스피드스타|8:원시의힘|24:신비의부적|40:파동탄|56:파워스웹|64:흰안개|80:HP회복
151,뮤,,Psychic,,100,100,100,100,100,100,1:막치기|10:망각술|30:원시의힘|50:나쁜음모|70:봉인|90:파동탄
152,치코리타,,Grass,,45,49,65,49,65,45,1:몸통박치기|5:잎날가르기|12:광합성|20:메지컬리프|28:달콤한향기|34:누르기|42:기가드레인
153,베이리프,,Grass,,60,62,80,63,80,60,1:몸통박치기|1:잎날가르기|12:광합성|22:메지컬리프|32:달콤한향기|40:누르기|50:기가드레인
154,메가니움,,Grass,,80,82,100,83,100,80,0:꽃잎댄스|1:울음소리|1:독가루|12:광합성|22:메지컬리프|34:달콤한향기|46:누르기|60:기가드레인
155,브케인,,Fire,,39,52,43,60,50,65,1:몸통박치기|5:불꽃세례|13:전광석화|22:웅크리기|31:스피드스타|40:화염방사|49:구르기|58:오버히트
156,마그케인,,Fire,,58,64,58,80,65,80,1:몸통박치기|1:연막|13:전광석화|24:웅크리기|35:니트로차지|46:화염방사|57:구르기|68:오버히트
157,블레이범,,Fire,,78,84,78,109,85,100,1:몸통박치기|1:째려보기|1:연막|1:자이로볼|20:화염자동차|31:스피드스타|43:분연|56:연옥|74:오버히트
